portal,portal_property_id,url,canonical_url,title,price,currency,expenses,expenses_currency,address,neighborhood,publisher_name,covered_area,semi_covered_area,total_area,rooms,bedrooms,bathrooms,age,parking_count,condition,orientation,floor,amenities,publication_date,description,detail_fetched,raw_data
demo-b,demo-00187,https://demo-b.example/aviso/demo-00187,https://demo-b.example/aviso/demo-00187,Departamento 5 ambientes en Palermo,940000,USD,179000,ARS,Armenia 4776,"Palermo, Capital Federal",Mirador Propiedades,204.5,3,207.5,,,,,,,,,"sum, solarium, gimnasio, parrilla, laundry",2026-05-22,"Departamento de 5 ambientes en pleno Palermo, sobre la calle Armenia al 4700, en una ubicación que te va a encantar. Son 204 metros cuadrados cubiertos, más un balcón terraza de 3 metros que suma para despejarse. Está en un piso 5, con ascensor, así que la vista y la luminosidad se aprovechan al máximo. La distribución es muy cómoda: 4 dormitorios, 2 baños, todo en excelente estado, listo para que lo disfrutes sin tener que hacer grandes reformas.

El edificio cuenta con amenities que te simplifican la vida: sum, solarium, gimnasio, parrilla y laundry. Un lujo que no muchos edificios de la zona ofrecen. Está impecable, con una onda muy canchera y lista para habitar. Ideal para una familia grande o para quien busque espacio de sobra en una de las mejores zonas de la ciudad. Sin cochera, pero con toda la oferta de transporte y comercios a la vuelta de la esquina. Escribinos y coordinamos una visita, no te lo podés perder.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00188,https://demo-a.example/aviso/demo-00188,https://demo-a.example/aviso/demo-00188,Departamento 4 ambientes en Palermo,504000,USD,,,"Darregueyra 5045, Piso 8","Palermo, Capital Federal",Sur & Asociados,133.8,,133.8,4,3,2,,0,Excelente,Lateral,8,"gimnasio, parrilla",2026-09-05,"Departamento de 4 ambientes en el corazón de Palermo, sobre Darregueyra al 5000. Son 134 metros cuadrados cubiertos distribuidos en tres dormitorios, dos baños completos y un amplio living comedor con orientación lateral que garantiza una excelente luminosidad durante todo el día. El edificio cuenta con gimnasio y parrilla, ideales para quienes buscan comodidad sin salir de casa. Sin cochera, pero con fácil acceso a transporte y todos los servicios del barrio. Una oportunidad única para vivir en una de las zonas más buscadas de la ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00189,https://demo-b.example/aviso/demo-00189,https://demo-b.example/aviso/demo-00189,Departamento 4 ambientes en Palermo,499000,USD,,,"Darregueyra 5000, Piso 8","Palermo, Capital Federal",Sur & Asociados,131.6,,131.6,4,3,2,,0,Excelente,,8,"gimnasio, parrilla",2026-09-11,"Departamento de 4 ambientes en el corazón de Palermo, sobre la avenida Darregueyra al 5000. En el piso 8 y con ascensor, este inmueble de 132 m2 cubiertos se destaca por su excelente estado y su luminosidad durante todo el día. La distribución es muy funcional: tres dormitorios, dos baños y amplios espacios en común, ideales para una familia o para quien busque comodidad sin renunciar a la mejor zona de la ciudad.

El edificio ofrece amenities pensados para el día a día, como gimnasio y parrilla, ideales para disfrutar sin moverte de tu casa. Al estar en un octavo piso, las vistas se aprovechan al máximo y la sensación de amplitud se potencia. Sin lugar a dudas, una oportunidad única para vivir en uno de los barrios más buscados de Buenos Aires, con toda la oferta gastronómica, verde y de transporte a solo unos pasos. Una propiedad para conocer y enamorarse.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": ""demo-00188""}"
demo-a,demo-00190,https://demo-a.example/aviso/demo-00190,https://demo-a.example/aviso/demo-00190,Departamento 4 ambientes en Palermo,693000,USD,422000,ARS,Cerviño 3400,"Palermo, Capital Federal",Belgrano Brokers,124.6,8,132.6,4,3,3,,0,Muy Bueno,Frente,0,,2026-07-03,"Departamento en venta, Cerviño al 3400, Palermo. Planta baja con orientación al frente, 125 m² cubiertos más 8 m² de balcón terraza. Cuenta con cuatro ambientes: tres dormitorios y tres baños, ideal para quienes buscan espacios amplios y bien distribuidos en una de las zonas más codiciadas de Buenos Aires. La luz natural entra generosamente por los ventanales, y el balcón terraza suma un lugar propio para disfrutar al aire libre sin salir de casa. Sin cochera ni amenities, pero con la tranquilidad de saber que sobre Cerviño tenés todo a mano: bares, restaurantes, parques y transporte público a pocos pasos. Una oportunidad concreta para vivir en Palermo con buena superficie y distribución clásica.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00191,https://demo-b.example/aviso/demo-00191,https://demo-b.example/aviso/demo-00191,Departamento 2 ambientes en Palermo,181000,USD,178000,ARS,Fitz Roy 2763,"Palermo, Capital Federal",Grupo Arcos,44.0,,44.0,,,,,,,,,,2026-08-28,"Departamento a estrenar en Palermo, sobre la calle Fitz Roy al 2700. Se trata de un dos ambientes con dormitorio y baño completo, todo en 44 m² cubiertos. Una excelente oportunidad para quienes buscan un primer hogar o una inversión en una de las zonas más buscadas de la Ciudad. El inmueble se entrega en impecables condiciones, pensado para aprovechar al máximo cada metro cuadrado. Sin cochera ni amenities, ideal para quienes valoran la ubicación y la funcionalidad. No deje pasar esta chance de vivir en Palermo con todo lo que ofrece el barrio.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00192,https://demo-a.example/aviso/demo-00192,https://demo-a.example/aviso/demo-00192,Departamento 2 ambientes en Palermo,176000,USD,178000,ARS,Fitz Roy 2700,"Palermo, Capital Federal",Sur & Asociados,43.5,,43.5,,,,,,,,,,2026-09-04,"Departamento en Palermo, Fitz Roy al 2700, ideal para quienes buscan un dos ambientes funcional en una ubicación privilegiada. Se trata de una **unidad interna** en **piso 3**, lo que garantiza privacidad y luminosidad indirecta, con la comodidad de un edificio **con ascensor**. El inmueble cuenta con 44 m² cubiertos distribuidos en un living-comedor, un dormitorio y un baño completo. Sin cochera ni amenities, es perfecto como primera vivienda o inversión en uno de los barrios más demandados de la ciudad. A pasos de bares, restaurantes y transporte público.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": ""demo-00191""}"
demo-a,demo-00193,https://demo-a.example/aviso/demo-00193,https://demo-a.example/aviso/demo-00193,Departamento 2 ambientes en Palermo,130000,USD,113000,ARS,Arenales 5881,"Palermo, Capital Federal",Estudio Lacroze,45.5,12,57.5,,,,,,,,,laundry,2026-06-21,"Departamento de 2 ambientes en Palermo, sobre Arenales al 5800, en muy buen estado. Es una unidad interna con ascensor, ideal para quienes buscan tranquilidad y privacidad sin resignar ubicación. Cuenta con 46 m² cubiertos más 12 m² de balcón terraza, un dormitorio y un baño completo. El living comedor es amplio y luminoso, y la cocina está integrada de forma funcional. El balcón terraza suma un espacio exterior muy disfrutable. El edificio cuenta con laundry, un servicio que suma comodidad al día a día. Sin cochera, pero con excelente conectividad y todos los comercios y servicios de Palermo a la vuelta. Una oportunidad para estrenar o invertir en una zona que siempre suma.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00194,https://demo-a.example/aviso/demo-00194,https://demo-a.example/aviso/demo-00194,Departamento 2 ambientes en Palermo,175000,USD,274000,ARS,"Salguero 1019, Piso 6","Palermo, Capital Federal",Grupo Arcos,55.6,3,58.6,2,1,1,,0,Bueno,Lateral,6,,2026-05-26,"Departamento de 2 ambientes en Salguero al 1000, pleno Palermo. Sobre unos 56 metros cuadrados cubiertos más un balconcito de 3 metros que suma para ventilar o tener un desayuno mirando la calle. El edificio es clásico de la zona, con ascensor para subir sin vueltas y en buen estado general. La orientación lateral le da una luz pareja y lo mantiene bien fresco en verano, que se agradece.

Adentro, la distribución es cómoda: un living comedor amplio, un dormitorio con buena superficie y un baño completo, todo bien aprovechado. Es un primer piso con los ambientes bien separados, ideal para una pareja o para alquilar a un ejecutivo que quiera vivir en Palermo sin depender del auto. No tiene cochera ni amenities, pero la ubicación lo compensa con creces, con subte, parques y todo el movimiento comercial a una o dos cuadras. Perfecto para quien busca un departamento clásico, sin gastos de expensas extraordinarios por piscina o gimnasio, y con la practicidad de tener todo cerca.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00195,https://demo-a.example/aviso/demo-00195,https://demo-a.example/aviso/demo-00195,Departamento 2 ambientes en Palermo,143000,USD,237000,ARS,Humboldt 842,"Palermo, Capital Federal",Estudio Lacroze,42.9,,42.9,,,,,,,,,"parrilla, laundry",2026-06-30,"Departamento de 2 ambientes en pleno corazón de Palermo, sobre Humboldt al 800, una de las zonas más buscadas de la Ciudad. Se destaca por su buen estado general y sus 43 m² cubiertos, ideales para quienes buscan un primer hogar o una inversión con excelente renta. El edificio es de categoría, con ascensor y cuenta con una antigüedad de 8 años, lo que garantiza una construcción moderna y sin los típicos ruidos de propiedades más viejas.

El living comedor es amplio y luminoso, con una distribución que aprovecha cada metro. El dormitorio es cómodo y silencioso, y el baño completo está en perfectas condiciones. Entre sus amenities se destaca un parrilla común para disfrutar los fines de semana y un laundry, que suma mucha practicidad al día a día. Sin cochera, pero con la ventaja de estar rodeado de todos los servicios, bares y subtes. Una oportunidad concreta para vivir bien en Palermo.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00196,https://demo-a.example/aviso/demo-00196,https://demo-a.example/aviso/demo-00196,Departamento 2 ambientes en Belgrano,137000,USD,,,Virrey del Pino 1986,"Belgrano, Capital Federal",Estudio Lacroze,43.9,8,51.9,2,1,1,0,0,A Estrenar,,0,"parrilla, solarium",2026-07-20,"Departamento a estrenar en Belgrano, sobre Virrey del Pino al 1900. Un dos ambientes de 44 m² cubiertos más un balcón terraza de 8 m², con parrilla y solarium incluidos en las amenities del edificio. El inmueble es a estrenar, ideal para quienes buscan un hogar moderno y funcional en uno de los barrios más tradicionales de la ciudad. La distribución cuenta con un dormitorio, un baño completo y un living comedor con salida al balcón, perfecto para disfrutar al aire libre. Sin cochera, pero con todos los servicios a mano. Una oportunidad única para estrenar en una ubicación privilegiada, cerca de subtes, comercios y espacios verdes. No dejes pasar esta chance.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00197,https://demo-a.example/aviso/demo-00197,https://demo-a.example/aviso/demo-00197,Departamento 3 ambientes en Palermo,447000,USD,213000,ARS,Bulnes 4912,"Palermo, Capital Federal",Mirador Propiedades,66.2,12,78.2,,,,,,,,,"solarium, seguridad 24 h, pileta, parrilla, laundry",2026-06-10,"En Bulnes al 4900, Palermo, se vende este departamento de tres ambientes con dos dormitorios y un baño, ideal para quienes buscan comodidad y buena ubicación. Con 66 m² cubiertos más un balcón terraza de 12 m², el espacio se disfruta al máximo. El edificio cuenta con solarium, seguridad 24 h, pileta, parrilla y laundry, pensados para el día a día. Sin cochera, pero con todo lo necesario para vivir bien en uno de los barrios más buscados de la ciudad.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00198,https://demo-a.example/aviso/demo-00198,https://demo-a.example/aviso/demo-00198,Departamento 4 ambientes en Palermo,429000,USD,,,"Paraguay 1683, Piso 9","Palermo, Capital Federal",Norte Propiedades,96.1,5,101.1,4,3,2,,0,Excelente,,9,solarium,2026-08-17,"Departamento de 4 ambientes en Palermo, sobre Paraguay al 1600. Son 96 m² cubiertos más un balcón terraza de 5 m², todo en un piso 9 con solarium de uso común. Cuenta con 3 dormitorios y 2 baños completos, ideal para quienes buscan espacio y buena ubicación en una de las zonas más conectadas de la ciudad. No incluye cochera, pero la oferta de transporte y servicios en la zona lo compensa con creces. Un inmueble funcional y bien distribuido, pensado para disfrutar el día a día con comodidad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00199,https://demo-b.example/aviso/demo-00199,https://demo-b.example/aviso/demo-00199,Departamento 5 ambientes en Belgrano,387000,USD,,,"3 de Febrero 1518, Piso 4","Belgrano, Capital Federal",Inmobiliaria del Parque,163.4,5,168.4,5,4,3,25,0,Muy Bueno,,4,gimnasio,2026-08-14,"Departamento de 5 ambientes en Belgrano, sobre la calle 3 de Febrero al 1500, piso 4 con ascensor. Tiene 163 m² cubiertos más un balcón terraza de 5 m², muy bien distribuidos en 4 dormitorios y 3 baños. El edificio tiene 25 años de antigüedad y el departamento se encuentra en muy buen estado, listo para habitar. Cuenta con gimnasio como amenities del edificio. No incluye cochera. Una excelente oportunidad en una zona con todos los servicios, cerca de parques y transporte. Ideal para quienes buscan espacio y comodidad en un piso alto con buena vista.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00200,https://demo-a.example/aviso/demo-00200,https://demo-a.example/aviso/demo-00200,Departamento 2 ambientes en Palermo,227000,USD,450000,ARS,"Arenales 2987, Piso 7","Palermo, Capital Federal",Estudio Lacroze,48.2,,48.2,2,1,1,,0,Muy Bueno,Frente,7,"solarium, gimnasio",2026-09-06,"Departamento de 2 ambientes en pleno Palermo, sobre Arenales al 2900, al frente y con ascensor. Cuenta con un dormitorio, un baño y 48 m² cubiertos bien distribuidos. El edificio ofrece solarium y gimnasio, ideales para sumar confort sin salir de casa. Sin cochera, pero con todos los servicios cerca. Una oportunidad para vivir en una de las zonas más buscadas de la Ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
